Music Name,Recommended Song 1,Similarity 1,Recommended Song 2,Similarity 2
1,825,0.9981911606720224,927,0.9938152836817458
10,3431,0.9964657270670741,234,0.9962148384514906
100,3434,0.9969389183439171,1902,0.9921090872256573
1000,5112,0.997209397455734,960,0.9949271677183863
1001,999,0.9946711062983857,5157,0.9940746954032766
1002,5494,0.9973360909004119,5602,0.9966724023349042
1003,1713,0.9827939180800632,1142,0.9811457327748688
1004,2998,0.9953661305803343,842,0.9942501933031269
1005,5350,0.9931572907515449,5312,0.9907416943239954
1006,5617,0.9970392516222801,5535,0.9957028282623737
1007,5474,0.993623679563929,5503,0.9933645732889206
1008,3122,0.9935496980979961,2775,0.9935444368861465
1009,5317,0.9943669207920139,5384,0.9939257222356801
101,318,0.9957503784252745,794,0.9930018487913266
1010,746,0.9965946836478846,5495,0.9942185013185653
1011,5288,0.9967059362238092,5650,0.9945700824449555
1012,1002,0.9965422560660289,5554,0.9961083459171185
1013,5547,0.9934679352427779,5636,0.9924493238484741
1014,5263,0.99507340004639,999,0.9943662460006129
1015,612,0.9929009376612712,4011,0.9923234491923576
1016,5636,0.9938154074760279,5482,0.9927317277905823
1017,1625,0.9922817740398868,1031,0.9916052426618277
1018,4535,0.9942999218480685,3259,0.9891836757173265
1019,2033,0.9945864062141548,1772,0.9937009999113289
102,716,0.9978593749611256,28,0.9978125622699754
1020,4617,0.9889308725577562,4640,0.9881520534259569
1021,4699,0.9936849746728836,1738,0.9879207630624299
1022,3070,0.993166777213737,959,0.9923579554903268
1023,4535,0.9864904942180006,1607,0.9853891030989013
1024,230,0.9926202433151045,3050,0.9926112762106897
1025,1039,0.9955248138899349,4362,0.9939742462839707
1026,1509,0.9952656650001305,4532,0.9926338252186624
1027,3861,0.9910373784062629,1840,0.9904557096563086
1028,4039,0.9870665491958898,5039,0.9861839501455758
1029,4892,0.9957413636001282,4308,0.9889344212155268
103,4296,0.9975912530436175,4310,0.9946323224845324
1030,1877,0.9956957056094289,1577,0.9925515939504593
1031,1671,0.9938901811286909,1349,0.9924154925035458
1032,1542,0.9802783814583342,1790,0.9789842727939884
1033,1099,0.9947383767804846,1537,0.9927926252881332
1034,4526,0.992743489735666,653,0.9906823349135953
1035,4484,0.9948765810723796,4147,0.9904347156922018
1036,5851,0.9948450992096131,1507,0.9943095562806095
1037,4438,0.9967589523404113,3098,0.9963850065258054
1038,1820,0.9946609537022874,4360,0.9861185752378814
1039,1025,0.9955789732621654,3811,0.992541091333613
104,3932,0.9976122227404794,215,0.9968421871037909
1040,1814,0.9924570017930223,1991,0.9917135742032326
1041,4597,0.9972379054374036,807,0.995656791974133
1042,3060,0.9949621871464088,3244,0.993144673900077
1043,2820,0.9982681707821037,1654,0.9966693837671453
1044,390,0.9941104712141454,2885,0.9912218789195268
1045,5630,0.992605511849572,5830,0.9921212191150863
1046,4480,0.9962412776647185,1305,0.9948769619408396
1047,924,0.9957471209762423,3070,0.9948680128766569
1048,1292,0.9885307682449365,251,0.9871778133741709
1049,1351,0.9944360448715757,3906,0.9927802517880174
105,4418,0.9958867599913351,997,0.9926001243043605
1050,1170,0.9967774440848403,579,0.9961771910684494
1051,5877,0.9961510026634502,4593,0.9953946001625823
1052,773,0.9947994914102766,4074,0.9941814339860762
1053,1235,0.9925171642059148,4537,0.9899022848927592
1054,3432,0.9952949037406024,4891,0.994723009383358
1055,3364,0.997437607896595,5892,0.9963671341159498
1056,1315,0.9900210966751055,1199,0.986873146910792
1057,4574,0.9956030651458277,4435,0.9945386530793239
1058,2877,0.9928944034108287,1300,0.9921098106417943
1059,1413,0.9928980572353876,1748,0.9903070912781082
106,5887,0.9923241943061294,5701,0.9911749572844896
1060,2000,0.9986880238397463,1598,0.9945412365258618
1061,2779,0.9986315962971314,3357,0.9978056722721592
1062,4548,0.9939408500871935,3455,0.9924849947568182
1063,1350,0.9932566524845449,4625,0.9908085779991963
1064,1095,0.9988147948766674,1503,0.9961072804284932
1065,4148,0.9939766499763873,1455,0.9903902349543258
1066,2814,0.9944958543841935,5805,0.9915181597188923
1067,2771,0.9917184063753581,3202,0.9891979577843348
1068,3513,0.9970038728653584,5787,0.9938494814200096
1069,4393,0.9847662900571736,3645,0.9846604741649021
107,1222,0.994787524332501,1285,0.9926346964589655
1070,3849,0.9940611967358951,2733,0.9940273272826473
1071,1496,0.992963948311538,4148,0.9920913712965151
1072,2903,0.9948592734552291,4883,0.9943608594354691
1073,5574,0.9864459975601229,3192,0.9852171194896532
1074,138,0.9968862675763716,52,0.9909146479402205
1075,44,0.9951230666749769,1383,0.9918616118539196
1076,560,0.995639188687995,1088,0.9936342068917454
1077,3867,0.9947205846071593,126,0.9940251798898667
1078,1538,0.9961361889030703,1305,0.9958427301876919
1079,5882,0.9923389723846195,4214,0.9922058996598304
108,3087,0.9946217725807642,2758,0.9944889069319272
1080,3085,0.9933037761057265,4104,0.992014893441372
1081,2881,0.9946606664824033,4427,0.9934940972835845
1082,1420,0.9994751824733217,414,0.9972328142314841
1083,3795,0.9958663851787597,4031,0.9958251303747293
1084,4234,0.9984816593637098,3319,0.9969604023760109
1085,181,0.9964779621994416,1286,0.9945492563788596
1086,3707,0.9957724568736467,42,0.9952651859754263
1087,4461,0.9935773538323897,360,0.9924655238360335
1088,4212,0.9957203837847963,4474,0.9953452070477553
